address,mint,leak,limit,60,80,40,52,04,36,10,61,00,db,57,35,7c,01,90,63,ff,16,06,fd,de,03,14,e0,09,5e,a7,b3,70,18,0d,dd,d5,23,b8,72,02,31,3c,e5,67,85,42,96,6c,68,b6,66,84,e3,a0,82,48,71,50,a6,9f,8d,a5,cb,5b,95,d8,9b,41,a9,05,9c,bb,9d,d7,3d,d6,62,ed,3e,f2,8b,34,15,ec,f5,21,56,51,20,81,83,91,1a,1f,0a,19,92,f3,73,bf,e1,ea,07,b1,0c,6b,b7,9a,0b,77,c2,8a,ef,2e,97,54,89,0e,29,ab,b4,0f,74,22,99,47,8f,e8,37,4d,12,5c,c8,58,df,8c,11,33,55,7f,eb,7d,d1,4f,1e,c0,f7,b2,c7,c3,b9,25,a3,08,ce,87,46,86,b5,5f,ad,1b,e2,69,b0,fc,aa,2b,f1,c4,a1,28,5a,93,94,7b,bc,88,cd,f8,2f,59,98,45,2c,f9,ae,c6,a2,17,3a,43,fe,c9,cc,32,bd,44,cf,7a,5d,39,6d,53,13,d0,a4,49,da,af,6f,64,65,30,c5,1c,4a,79,6a,fa,d3,2a,78,2d,c1,24,3b,ca,76,8e,f4,d9,4c,26,6e,75,a8,1d,ac,ba,e6,d2,4e,fb,ee,38,4b,e9,dc,f6,3f,d4,e7,be,f0,e4,7e,27,9e
0xc709878167ed069aea15fd0bd4e9758ceb4da193,0,0,0,666,194,86.0,140.0,63.0,12,29.0,313.0,134.0,4.0,110,22.0,1.0,317.0,189.0,68.0,27.0,129.0,16.0,41,3.0,154.0,55.0,11.0,10.0,5.0,6.0,5.0,11.0,9.0,27.0,11.0,1.0,6.0,3.0,41.0,47.0,5.0,8.0,18.0,5.0,21.0,8.0,0.0,26.0,14.0,1.0,14.0,29.0,4.0,71.0,91.0,1.0,6.0,151.0,4.0,4.0,6.0,3.0,2.0,184,9.0,3.0,6.0,2.0,3.0,29.0,8.0,3.0,0.0,2.0,13.0,3.0,25.0,3.0,6,8.0,6.0,3.0,72,1.0,6.0,3.0,112.0,85.0,178.0,188.0,64.0,99.0,3.0,10.0,18.0,10.0,35.0,6,24,1.0,3.0,6.0,17.0,3.0,15.0,7.0,4.0,1.0,9.0,17.0,4.0,4.0,4.0,2.0,3.0,69.0,0.0,8.0,1.0,0.0,4.0,17.0,34.0,7.0,10.0,0.0,18.0,1.0,3,7.0,18.0,0.0,8.0,2.0,1.0,5.0,18.0,2.0,11.0,21.0,1.0,9.0,2.0,7.0,6.0,2.0,2.0,4.0,2.0,1.0,3.0,7.0,12.0,9.0,0.0,4.0,15.0,8.0,1.0,1.0,9.0,105.0,5.0,22.0,5.0,5.0,3.0,6.0,8.0,6.0,3.0,9.0,8,24.0,10.0,0.0,0.0,6.0,16.0,1.0,0.0,4.0,4.0,8.0,0.0,1.0,0.0,0.0,4.0,3.0,17.0,3.0,5.0,0.0,0.0,9.0,7.0,16.0,9.0,12.0,2.0,10.0,8.0,13.0,20.0,6.0,7.0,2.0,2.0,4.0,49.0,30.0,61.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,12.0,9.0,2.0,8.0,1.0,1.0,2.0,0.0,5.0,32.0,8.0,1.0,4.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,4.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
0x1e4402fa427a7a835fc64ea6d051404ce767a569,0,1,1,1059,410,244.0,187.0,153.0,52,32.0,1167.0,1670.0,5.0,236,24.0,4.0,390.0,685.0,115.0,4376.0,291.0,40.0,111,1.0,195.0,142.0,26.0,31.0,8.0,6.0,3.0,14.0,15.0,13.0,15.0,9.0,14.0,4.0,41.0,70.0,27.0,33.0,9.0,11.0,52.0,59.0,5.0,21.0,18.0,3.0,21.0,70.0,5.0,36.0,211.0,16.0,9.0,662.0,2.0,3.0,5.0,12.0,5.0,834,13.0,9.0,9.0,25.0,4.0,36.0,10.0,5.0,8.0,7.0,49.0,9.0,19.0,7.0,39,13.0,9.0,58.0,201,5.0,5.0,20.0,590.0,181.0,273.0,350.0,144.0,309.0,16.0,44.0,87.0,45.0,101.0,37,236,5.0,8.0,10.0,41.0,9.0,16.0,8.0,2.0,9.0,25.0,19.0,7.0,8.0,5.0,7.0,9.0,111.0,7.0,13.0,5.0,2.0,8.0,16.0,40.0,34.0,2.0,29.0,3.0,4.0,12,6.0,33.0,10.0,8.0,2.0,5.0,6.0,47.0,15.0,32.0,74.0,6.0,10.0,5.0,21.0,21.0,5.0,4.0,16.0,5.0,34.0,5.0,16.0,7.0,65.0,4.0,22.0,30.0,44.0,4.0,2.0,11.0,29.0,10.0,23.0,4.0,2.0,4.0,6.0,10.0,16.0,11.0,13.0,17,28.0,9.0,10.0,4.0,24.0,3.0,5.0,4.0,6.0,13.0,49.0,22.0,3.0,5.0,3.0,9.0,34.0,49.0,42.0,3.0,4.0,6.0,22.0,5.0,30.0,9.0,10.0,7.0,25.0,8.0,12.0,14.0,6.0,21.0,13.0,7.0,8.0,40.0,32.0,61.0,38.0,5.0,9.0,20.0,35.0,2.0,7.0,1.0,10.0,4.0,40.0,2.0,14.0,39.0,5.0,11.0,6.0,4.0,3.0,4.0,13.0,30.0,11.0,6.0,6.0,5.0,2.0,2.0,4.0,10.0,7.0,2.0,12.0,2.0,2.0,1.0,2.0,29.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0
0xcb6cd204d783dc8d66896a6def5867d332228d7b,0,0,1,1372,687,201.0,297.0,129.0,30,75.0,741.0,793.0,3.0,277,44.0,0.0,582.0,803.0,171.0,5510.0,433.0,26.0,131,1.0,180.0,108.0,15.0,28.0,2.0,6.0,6.0,6.0,14.0,24.0,14.0,4.0,6.0,4.0,17.0,107.0,20.0,12.0,8.0,11.0,34.0,22.0,8.0,18.0,14.0,4.0,13.0,47.0,5.0,11.0,156.0,12.0,10.0,717.0,4.0,3.0,11.0,3.0,1.0,533,7.0,3.0,10.0,16.0,4.0,25.0,8.0,6.0,3.0,4.0,36.0,6.0,11.0,4.0,19,13.0,3.0,64.0,269,5.0,6.0,15.0,271.0,214.0,470.0,542.0,117.0,296.0,16.0,32.0,124.0,57.0,72.0,54,271,4.0,8.0,4.0,23.0,4.0,20.0,7.0,4.0,3.0,18.0,9.0,6.0,1.0,4.0,29.0,22.0,173.0,10.0,15.0,8.0,5.0,7.0,17.0,27.0,8.0,2.0,16.0,3.0,2.0,17,11.0,24.0,3.0,8.0,2.0,3.0,11.0,53.0,52.0,50.0,27.0,7.0,8.0,9.0,4.0,21.0,3.0,4.0,9.0,6.0,13.0,8.0,14.0,11.0,30.0,6.0,17.0,6.0,26.0,1.0,3.0,5.0,27.0,2.0,22.0,8.0,4.0,10.0,12.0,25.0,7.0,5.0,11.0,16,12.0,6.0,0.0,3.0,16.0,3.0,8.0,11.0,5.0,7.0,10.0,15.0,6.0,3.0,4.0,7.0,29.0,22.0,5.0,12.0,9.0,3.0,19.0,4.0,10.0,5.0,3.0,1.0,15.0,7.0,6.0,18.0,2.0,5.0,11.0,8.0,7.0,29.0,14.0,29.0,28.0,3.0,30.0,2.0,18.0,3.0,7.0,4.0,14.0,21.0,30.0,4.0,4.0,15.0,5.0,8.0,4.0,3.0,0.0,9.0,13.0,28.0,11.0,3.0,24.0,8.0,4.0,3.0,6.0,14.0,6.0,3.0,17.0,10.0,5.0,3.0,6.0,11.0,4.0,1.0,4.0,17.0,4.0,2.0,6.0,4.0
0x455dedacbe41c178953119847f2b95e2d9ad0a1d,0,1,1,1380,420,173.0,300.0,170.0,42,38.0,726.0,299.0,7.0,256,31.0,36.0,532.0,397.0,137.0,42.0,183.0,31.0,129,3.0,196.0,107.0,30.0,25.0,3.0,6.0,8.0,18.0,24.0,37.0,11.0,1.0,13.0,4.0,49.0,25.0,11.0,5.0,40.0,12.0,52.0,24.0,10.0,22.0,22.0,7.0,19.0,75.0,7.0,118.0,200.0,7.0,10.0,344.0,3.0,3.0,6.0,5.0,11.0,439,14.0,4.0,6.0,7.0,12.0,47.0,8.0,12.0,8.0,9.0,53.0,8.0,54.0,4.0,24,5.0,10.0,62.0,202,5.0,12.0,13.0,282.0,155.0,232.0,287.0,108.0,161.0,13.0,45.0,25.0,45.0,99.0,7,45,2.0,6.0,5.0,39.0,5.0,58.0,11.0,4.0,9.0,31.0,16.0,7.0,8.0,4.0,28.0,15.0,127.0,22.0,17.0,37.0,8.0,3.0,13.0,43.0,11.0,1.0,10.0,6.0,2.0,8,15.0,31.0,5.0,9.0,3.0,5.0,9.0,36.0,32.0,27.0,43.0,5.0,5.0,5.0,9.0,21.0,18.0,5.0,7.0,6.0,6.0,5.0,19.0,11.0,46.0,2.0,27.0,48.0,27.0,10.0,5.0,9.0,237.0,8.0,22.0,10.0,7.0,4.0,39.0,20.0,12.0,11.0,15.0,23,35.0,17.0,8.0,10.0,28.0,37.0,3.0,5.0,6.0,10.0,13.0,32.0,3.0,4.0,4.0,13.0,25.0,21.0,17.0,5.0,7.0,5.0,18.0,8.0,27.0,1.0,13.0,3.0,4.0,16.0,8.0,21.0,6.0,8.0,8.0,5.0,4.0,44.0,56.0,93.0,34.0,1.0,27.0,6.0,17.0,2.0,11.0,4.0,38.0,4.0,19.0,4.0,53.0,31.0,5.0,14.0,4.0,9.0,6.0,12.0,16.0,37.0,15.0,10.0,7.0,2.0,3.0,4.0,10.0,21.0,3.0,1.0,5.0,4.0,6.0,2.0,6.0,3.0,1.0,21.0,9.0,9.0,6.0,2.0,14.0,4.0
0x831467b7b6bf9c705dc87899d48b57ee55c8d5cc,1,0,0,563,283,110.0,162.0,66.0,15,34.0,292.0,552.0,0.0,80,22.0,1.0,316.0,288.0,53.0,2186.0,161.0,15.0,32,1.0,114.0,42.0,6.0,12.0,4.0,4.0,7.0,8.0,12.0,4.0,7.0,1.0,6.0,17.0,44.0,48.0,8.0,3.0,4.0,4.0,10.0,22.0,1.0,24.0,17.0,1.0,13.0,26.0,4.0,14.0,92.0,2.0,8.0,272.0,1.0,3.0,6.0,1.0,2.0,178,4.0,2.0,4.0,2.0,3.0,13.0,4.0,2.0,0.0,1.0,4.0,4.0,14.0,1.0,2,6.0,5.0,2.0,62,3.0,8.0,4.0,106.0,106.0,289.0,235.0,59.0,156.0,4.0,29.0,25.0,19.0,46.0,20,141,0.0,1.0,1.0,13.0,0.0,7.0,5.0,2.0,0.0,5.0,15.0,4.0,1.0,4.0,2.0,3.0,45.0,4.0,8.0,4.0,1.0,2.0,10.0,32.0,7.0,2.0,2.0,1.0,2.0,3,5.0,8.0,0.0,5.0,1.0,2.0,1.0,17.0,4.0,10.0,28.0,1.0,4.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,15.0,3.0,5.0,10.0,22.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,10.0,4.0,13.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,6.0,5,3.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,4.0,0.0,12.0,1.0,4.0,1.0,0.0,2.0,6.0,18.0,3.0,3.0,1.0,3.0,14.0,0.0,3.0,1.0,8.0,1.0,13.0,10.0,5.0,24.0,7.0,3.0,4.0,4.0,4.0,41.0,27.0,69.0,11.0,0.0,7.0,3.0,16.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,5.0,3.0,2.0,6.0,1.0,1.0,0.0,1.0,5.0,33.0,8.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
0x6609f543d38816116fa5b9a98c918ca947f5455d,0,0,0,40,15,2.0,6.0,4.0,7,2.0,36.0,35.0,0.0,10,4.0,0.0,30.0,7.0,5.0,0.0,7.0,3.0,5,0.0,9.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,1.0,3.0,2.0,2.0,0.0,1.0,6.0,2.0,2.0,2.0,1.0,0.0,5.0,4.0,0.0,0.0,10.0,1.0,0.0,2.0,1.0,1.0,25,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,4,0.0,1.0,1.0,8,1.0,0.0,2.0,20.0,2.0,12.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,2.0,2.0,3,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,4.0,1.0,5.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,4.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,2,1.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,3.0,5.0,2.0,0.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
0x90f75ca026add95ae15ecbf48efc77ed272945be,1,1,0,651,219,82.0,140.0,70.0,18,55.0,335.0,131.0,5.0,131,28.0,4.0,340.0,232.0,65.0,51.0,82.0,35.0,44,0.0,135.0,42.0,20.0,16.0,4.0,10.0,9.0,16.0,3.0,19.0,6.0,1.0,7.0,3.0,16.0,61.0,7.0,0.0,25.0,9.0,28.0,13.0,9.0,27.0,10.0,9.0,15.0,47.0,3.0,58.0,148.0,5.0,2.0,180.0,4.0,7.0,1.0,0.0,0.0,207,8.0,1.0,2.0,3.0,3.0,44.0,4.0,10.0,2.0,11.0,16.0,0.0,25.0,2.0,6,8.0,10.0,3.0,90,1.0,3.0,9.0,125.0,95.0,132.0,170.0,49.0,136.0,17.0,5.0,15.0,14.0,42.0,5,18,0.0,0.0,4.0,22.0,5.0,16.0,4.0,8.0,1.0,30.0,6.0,2.0,2.0,1.0,2.0,2.0,115.0,4.0,8.0,0.0,1.0,0.0,12.0,20.0,1.0,6.0,6.0,1.0,0.0,4,4.0,30.0,1.0,1.0,7.0,1.0,2.0,51.0,20.0,27.0,20.0,5.0,1.0,2.0,3.0,5.0,2.0,3.0,2.0,0.0,1.0,1.0,3.0,8.0,15.0,3.0,25.0,29.0,27.0,5.0,4.0,0.0,99.0,6.0,23.0,3.0,0.0,1.0,2.0,4.0,6.0,2.0,2.0,10,15.0,13.0,1.0,6.0,16.0,25.0,6.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,6.0,25.0,18.0,4.0,17.0,1.0,7.0,6.0,1.0,13.0,3.0,3.0,5.0,10.0,2.0,8.0,12.0,5.0,3.0,3.0,3.0,1.0,29.0,33.0,41.0,7.0,0.0,12.0,1.0,2.0,1.0,16.0,2.0,13.0,5.0,2.0,2.0,14.0,10.0,10.0,6.0,1.0,3.0,3.0,1.0,5.0,20.0,13.0,12.0,7.0,0.0,2.0,4.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,9.0,0.0,3.0,0.0,3.0,2.0,0.0,6.0,0.0
0x52e4339b4b9ff254738d6e971e83440f60dc029c,1,0,1,559,280,110.0,166.0,73.0,13,30.0,274.0,576.0,1.0,84,23.0,1.0,315.0,281.0,51.0,2064.0,154.0,14.0,30,1.0,111.0,37.0,6.0,11.0,1.0,6.0,4.0,8.0,10.0,3.0,9.0,2.0,7.0,2.0,44.0,42.0,3.0,3.0,2.0,2.0,9.0,15.0,1.0,25.0,17.0,1.0,13.0,27.0,3.0,16.0,91.0,1.0,2.0,269.0,1.0,1.0,6.0,3.0,1.0,167,4.0,1.0,4.0,3.0,2.0,13.0,5.0,5.0,0.0,3.0,2.0,0.0,13.0,2.0,1,7.0,4.0,2.0,66,2.0,6.0,2.0,97.0,106.0,285.0,236.0,60.0,154.0,3.0,28.0,23.0,20.0,45.0,20,131,1.0,1.0,2.0,16.0,1.0,9.0,2.0,1.0,0.0,9.0,16.0,6.0,1.0,4.0,0.0,8.0,43.0,2.0,6.0,2.0,0.0,2.0,9.0,32.0,8.0,1.0,0.0,1.0,2.0,8,5.0,5.0,0.0,5.0,1.0,1.0,2.0,19.0,3.0,12.0,30.0,1.0,3.0,4.0,6.0,19.0,2.0,2.0,1.0,1.0,19.0,1.0,6.0,12.0,25.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,6.0,3.0,15.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,6.0,6,3.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,11.0,1.0,1.0,0.0,1.0,2.0,6.0,19.0,2.0,1.0,0.0,1.0,14.0,0.0,5.0,1.0,8.0,0.0,11.0,9.0,5.0,22.0,2.0,4.0,2.0,3.0,2.0,42.0,25.0,68.0,12.0,2.0,4.0,3.0,15.0,1.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,9.0,31.0,9.0,1.0,8.0,1.0,0.0,3.0,6.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0
0x51c5807dd8398aedfcc91e6483417838b41eaeb8,0,0,0,270,92,45.0,82.0,28.0,8,14.0,137.0,57.0,0.0,42,15.0,0.0,157.0,103.0,24.0,2.0,42.0,7.0,16,1.0,81.0,12.0,1.0,7.0,1.0,2.0,2.0,6.0,2.0,1.0,5.0,0.0,5.0,1.0,25.0,20.0,2.0,1.0,8.0,1.0,9.0,1.0,1.0,9.0,6.0,3.0,9.0,19.0,1.0,23.0,49.0,1.0,2.0,68.0,0.0,1.0,3.0,1.0,0.0,77,4.0,4.0,4.0,3.0,3.0,20.0,1.0,2.0,0.0,1.0,0.0,0.0,10.0,1.0,1,1.0,2.0,2.0,20,2.0,3.0,0.0,48.0,39.0,101.0,96.0,33.0,54.0,2.0,10.0,3.0,4.0,18.0,5,23,0.0,1.0,3.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,0.0,14.0,0.0,0.0,1.0,1.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,10.0,0.0,2.0,7.0,1.0,0.0,1.0,1.0,36.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,1,16.0,9.0,0.0,1.0,2.0,7.0,0.0,1.0,1.0,1.0,12.0,0.0,1.0,2.0,0.0,1.0,0.0,8.0,8.0,1.0,1.0,2.0,7.0,0.0,1.0,0.0,5.0,0.0,9.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,20.0,17.0,35.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,10.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
0xa0ffc741f109159ee203424a299e6d2731dcfc76,0,0,0,1119,590,251.0,300.0,183.0,21,57.0,650.0,1724.0,4.0,203,24.0,2.0,506.0,639.0,156.0,4929.0,292.0,31.0,106,3.0,184.0,83.0,29.0,23.0,8.0,5.0,8.0,23.0,17.0,16.0,7.0,4.0,7.0,6.0,46.0,75.0,24.0,18.0,3.0,11.0,27.0,17.0,11.0,48.0,23.0,3.0,20.0,34.0,9.0,47.0,203.0,2.0,6.0,668.0,3.0,7.0,4.0,6.0,7.0,402,6.0,0.0,7.0,20.0,4.0,27.0,4.0,5.0,7.0,5.0,71.0,2.0,21.0,5.0,30,7.0,5.0,6.0,161,1.0,2.0,14.0,212.0,252.0,419.0,470.0,112.0,265.0,11.0,11.0,118.0,24.0,79.0,35,252,1.0,8.0,6.0,16.0,1.0,10.0,5.0,1.0,1.0,19.0,24.0,2.0,4.0,6.0,9.0,7.0,132.0,6.0,10.0,1.0,2.0,3.0,15.0,52.0,8.0,7.0,17.0,2.0,4.0,6,9.0,13.0,4.0,2.0,14.0,4.0,15.0,47.0,22.0,21.0,81.0,2.0,4.0,3.0,10.0,12.0,4.0,3.0,3.0,1.0,39.0,7.0,8.0,13.0,58.0,1.0,18.0,15.0,27.0,2.0,7.0,2.0,35.0,4.0,27.0,3.0,1.0,4.0,3.0,15.0,1.0,7.0,8.0,25,9.0,2.0,13.0,3.0,6.0,5.0,2.0,10.0,5.0,4.0,12.0,6.0,2.0,2.0,1.0,6.0,16.0,39.0,12.0,10.0,6.0,1.0,19.0,0.0,14.0,2.0,10.0,3.0,12.0,6.0,13.0,22.0,3.0,6.0,8.0,5.0,5.0,60.0,33.0,82.0,31.0,5.0,8.0,9.0,44.0,1.0,13.0,5.0,9.0,4.0,22.0,6.0,11.0,26.0,0.0,14.0,2.0,1.0,0.0,3.0,12.0,50.0,21.0,3.0,13.0,3.0,3.0,1.0,5.0,8.0,2.0,4.0,6.0,5.0,4.0,0.0,3.0,11.0,4.0,11.0,6.0,3.0,2.0,0.0,18.0,2.0
0x9372b371196751dd2f603729ae8d8014bbeb07f6,1,0,0,1597,412,177.0,456.0,189.0,60,42.0,933.0,367.0,7.0,291,39.0,1.0,635.0,418.0,142.0,80.0,184.0,33.0,131,6.0,185.0,108.0,36.0,27.0,8.0,11.0,8.0,31.0,30.0,28.0,19.0,4.0,13.0,4.0,99.0,42.0,48.0,2.0,65.0,10.0,60.0,30.0,10.0,53.0,20.0,4.0,22.0,129.0,9.0,103.0,325.0,18.0,26.0,324.0,4.0,6.0,9.0,15.0,1.0,552,14.0,6.0,16.0,7.0,7.0,28.0,8.0,8.0,3.0,6.0,20.0,3.0,81.0,4.0,10,14.0,8.0,76.0,169,4.0,9.0,15.0,402.0,134.0,439.0,359.0,141.0,170.0,36.0,43.0,46.0,54.0,51.0,5,66,1.0,5.0,11.0,34.0,6.0,16.0,11.0,35.0,3.0,74.0,12.0,5.0,6.0,8.0,12.0,5.0,142.0,13.0,20.0,12.0,4.0,16.0,14.0,70.0,15.0,6.0,8.0,1.0,1.0,97,6.0,34.0,9.0,10.0,7.0,3.0,7.0,62.0,54.0,62.0,62.0,6.0,4.0,5.0,13.0,32.0,4.0,6.0,13.0,14.0,2.0,11.0,11.0,30.0,38.0,4.0,17.0,65.0,20.0,9.0,10.0,7.0,291.0,8.0,57.0,19.0,9.0,8.0,19.0,12.0,70.0,10.0,21.0,10,27.0,19.0,23.0,3.0,34.0,65.0,8.0,25.0,26.0,7.0,29.0,15.0,4.0,0.0,2.0,5.0,41.0,57.0,22.0,3.0,5.0,4.0,59.0,5.0,41.0,2.0,12.0,4.0,24.0,15.0,10.0,20.0,7.0,8.0,5.0,2.0,4.0,91.0,95.0,135.0,34.0,6.0,29.0,6.0,30.0,7.0,4.0,0.0,19.0,16.0,9.0,7.0,61.0,10.0,3.0,12.0,1.0,3.0,6.0,3.0,10.0,111.0,46.0,2.0,20.0,5.0,6.0,1.0,7.0,18.0,2.0,1.0,37.0,1.0,10.0,3.0,6.0,6.0,3.0,4.0,0.0,3.0,1.0,4.0,22.0,10.0
